Cobertura Nuvens (%),Data,Ponto Orvalho (°C),Irradiacao Solar Difusa Media (W/m²),Irradiacao Solar Direta Media (W/m²),Irradiacao Solar Horizontal Media (W/m²),Irradiacao Solar Difusa Max (W/m²),Irradiacao Solar Direta Max (W/m²),Irradiacao Solar Horizontal Max (W/m²),Temp Max (°C),Horario Temp Max,Indice UV Max,Direcao Max Vento (graus),Velocidade Max Vento (m/s),max_wind_spd_ts,Temp Min (°C),Horario Temp Min,Precipitacao (mm),Precipitacao Estimada (mm),Pressao Media (mb),Status Revisao,Umidade Relativa (%),Pressao ao Nivel do Mar (mb),Neve Acumulada (mm),Profundidade Neve (mm),Radiacao Solar Media (W/m²),Irradiacao Solar Difusa Total (W/m²),Irradiacao Solar Direta Total (W/m²),Irradiacao Solar Horizontal Total (W/m²),Radiacao Solar Total (W/m²),Temp Media (°C),Timestamp,Direcao Vento (graus),Rajada Vento (m/s),Velocidade Vento (m/s)
56,2023-09-01,12.1,43,348,251,118,903,867,24.4,1693566000,5.5,82,3.6,1693569600,13.3,1693533600,0.0,0.0,886,final,72,1021,0,,212,1033,8342,6020,5089,18.1,1693515600,82,9.6,2.4
36,2023-09-02,13.1,43,349,253,118,905,871,24.4,1693656000,7.6,78,2.8,1693656000,13.7,1693605600,0.0,0.0,887,final,76,1022,0,,249,1037,8368,6062,5979,18.2,1693602000,78,8.0,2.2
56,2023-09-03,14.1,43,350,254,119,906,876,22.6,1693738800,5.3,50,5.2,1693738800,15.2,1693692000,0.0,0.0,887,final,79,1023,0,,235,1040,8394,6105,5636,18.2,1693688400,50,13.6,3.6
62,2023-09-04,14.0,44,351,256,119,908,880,23.7,1693825200,5.7,46,4.8,1693825200,14.4,1693792800,0.0,0.0,887,final,78,1022,0,,234,1044,8419,6148,5619,18.4,1693774800,46,12.0,3.2
14,2023-09-05,13.0,44,352,258,119,909,885,24.8,1693915200,8.1,72,2.4,1693915200,14.4,1693944000,0.0,0.0,884,final,72,1019,0,,258,1048,8444,6191,6190,19.0,1693861200,72,7.6,2.2
12,2023-09-06,11.4,44,353,260,119,911,889,27.0,1694001600,8.6,188,3.6,1694005200,13.3,1693965600,0.0,0.0,883,final,63,1017,0,,260,1052,8469,6233,6233,19.7,1693947600,188,10.4,2.2
24,2023-09-07,10.7,44,354,262,120,912,894,24.8,1694077200,8.1,170,2.4,1694088000,10.4,1694052000,0.0,0.0,884,final,66,1018,0,,261,1057,8495,6276,6273,18.1,1694034000,170,7.2,1.3
59,2023-09-08,14.7,44,355,263,120,914,898,24.4,1694170800,6.2,69,2.4,1694174400,15.6,1694138400,0.0,0.0,886,final,76,1020,0,,244,1063,8523,6319,5864,19.4,1694120400,69,7.6,1.8
30,2023-09-09,13.4,45,356,265,120,915,903,25.9,1694253600,8.8,53,3.6,1694268000,14.8,1694221200,0.0,0.0,886,final,70,1021,0,,264,1069,8556,6363,6343,19.6,1694206800,53,10.4,2.8
7,2023-09-10,13.4,45,358,267,120,916,907,25.9,1694347200,8.9,54,3.6,1694347200,15.2,1694296800,0.0,0.0,886,final,70,1021,0,,267,1075,8591,6406,6406,19.7,1694293200,54,10.0,2.9
12,2023-09-11,12.9,45,360,269,121,918,912,24.8,1694430000,8.7,57,4.4,1694430000,14.1,1694383200,0.0,0.0,885,final,70,1019,0,,269,1080,8629,6450,6449,19.2,1694379600,57,12.0,3.2
21,2023-09-12,12.6,45,361,271,121,919,916,27.8,1694509200,9.1,139,2.8,1694520000,14.4,1694484000,0.0,0.0,886,final,64,1020,0,,271,1085,8668,6494,6493,20.8,1694466000,139,8.0,1.9
43,2023-09-13,14.2,45,363,272,121,921,920,25.9,1694595600,8.1,188,3.2,1694595600,15.2,1694570400,2.5,2.5,888,final,73,1022,0,,247,1091,8707,6538,5920,19.5,1694552400,188,8.8,1.8
86,2023-09-14,15.1,46,364,274,122,922,925,21.1,1694689200,3.9,111,4.0,1694689200,15.9,1694656800,8.0,8.0,887,final,84,1023,0,,146,1096,8746,6582,3510,18.0,1694638800,111,10.0,2.7
51,2023-09-15,14.4,46,366,276,122,923,929,24.1,1694768400,6.9,51,4.8,1694782800,15.2,1694743200,0.0,0.0,886,final,77,1021,0,,266,1101,8785,6625,6386,19.0,1694725200,51,12.0,3.4
36,2023-09-16,14.2,46,368,278,122,925,933,25.6,1694862000,8.8,47,3.6,1694865600,15.6,1694829600,0.0,0.0,885,final,72,1019,0,,276,1106,8825,6669,6629,19.9,1694811600,47,10.4,3.1
21,2023-09-17,14.0,46,369,280,122,926,937,26.3,1694948400,8.1,131,2.8,1694952000,14.1,1694916000,0.0,0.0,884,final,71,1018,0,,271,1111,8863,6713,6500,20.3,1694898000,131,7.6,1.8
32,2023-09-18,14.0,47,371,282,123,928,942,25.9,1695027600,8.7,118,2.8,1695034800,14.8,1694988000,0.0,0.0,885,final,73,1019,0,,274,1116,8902,6757,6566,19.8,1694984400,118,8.0,1.6
22,2023-09-19,14.0,47,372,283,123,929,946,25.6,1695121200,9.2,58,4.4,1695121200,14.4,1695088800,0.0,0.0,885,final,73,1019,0,,283,1121,8939,6800,6797,19.6,1695070800,58,11.2,3.2
34,2023-09-20,14.2,47,374,285,123,930,950,27.0,1695200400,9.3,80,4.0,1695211200,15.6,1695175200,0.0,0.0,885,final,69,1019,0,,279,1126,8976,6844,6698,20.8,1695157200,80,10.4,2.6
20,2023-09-21,13.8,47,376,287,123,932,954,28.1,1695286800,9.0,130,2.0,1695297600,15.9,1695261600,0.0,0.0,885,final,67,1019,0,,286,1130,9013,6887,6864,21.3,1695243600,130,6.8,1.5
12,2023-09-22,13.6,47,377,289,124,933,958,27.4,1695373200,9.8,91,3.6,1695391200,14.4,1695333600,0.0,0.0,886,final,69,1020,0,,289,1135,9049,6930,6930,20.7,1695330000,91,8.8,2.2
14,2023-09-23,13.1,47,379,291,124,934,962,27.0,1695459600,9.8,59,4.8,1695470400,15.6,1695420000,0.0,0.0,888,final,68,1022,0,,291,1140,9084,6973,6973,20.3,1695416400,59,13.2,3.5
23,2023-09-24,14.0,48,380,292,124,936,966,28.1,1695546000,9.3,53,4.0,1695542400,15.9,1695585600,0.0,0.0,887,final,69,1021,0,,291,1144,9119,7016,6976,20.8,1695502800,53,11.2,3.0
14,2023-09-25,13.2,48,381,294,124,937,970,27.8,1695639600,10.0,86,4.4,1695650400,14.1,1695607200,0.0,0.0,885,final,69,1019,0,,294,1149,9153,7058,7049,20.5,1695589200,86,11.6,2.6
22,2023-09-26,13.1,48,383,296,124,938,974,26.3,1695718800,9.7,52,5.2,1695736800,14.1,1695693600,0.0,0.0,885,final,70,1019,0,,296,1153,9187,7100,7098,19.5,1695675600,52,13.2,3.9
70,2023-09-27,14.3,48,384,298,125,939,977,25.9,1695812400,6.2,61,4.8,1695823200,14.8,1695780000,0.0,0.0,887,final,73,1021,0,,240,1157,9220,7142,5749,19.9,1695762000,61,12.4,3.7
81,2023-09-28,13.3,48,385,299,125,941,981,25.2,1695916800,4.1,49,6.0,1695877200,15.6,1695866400,0.0,0.0,888,final,71,1022,0,,161,1162,9252,7184,3857,19.4,1695848400,49,16.0,4.6
21,2023-09-29,13.5,49,387,301,125,942,985,27.0,1695985200,10.1,70,4.4,1695978000,15.2,1695938400,0.0,0.0,887,final,68,1021,0,,300,1166,9284,7225,7211,20.5,1695934800,70,11.2,3.0
33,2023-09-30,14.4,49,388,303,125,943,988,29.3,1696071600,7.7,115,2.4,1696075200,16.7,1696042800,0.0,0.0,886,final,66,1019,0,,289,1170,9315,7266,6945,22.1,1696021200,115,7.2,1.8
33,2023-10-01,14.3,49,389,304,126,944,992,29.3,1696150800,8.4,169,2.4,1696158000,17.0,1696125600,0.0,0.0,884,final,63,1017,0,,297,1174,9345,7307,7128,22.7,1696107600,169,8.0,1.8
53,2023-10-02,13.2,49,391,306,126,945,996,24.4,1696237200,6.0,217,4.0,1696251600,13.7,1696197600,2.0,2.0,886,final,72,1021,0,,229,1178,9375,7347,5503,18.5,1696194000,217,11.2,2.7
44,2023-10-03,10.5,49,392,308,126,947,999,20.4,1696298400,8.2,102,4.4,1696330800,12.2,1696363200,0.0,0.0,888,final,72,1024,0,,296,1182,9405,7387,7095,15.9,1696280400,102,11.2,3.1
9,2023-10-04,11.3,49,393,309,126,948,1002,27.0,1696417200,10.6,68,3.2,1696424400,11.5,1696377600,0.0,0.0,887,final,65,1022,0,,309,1186,9434,7427,7427,18.9,1696366800,68,9.2,2.3
23,2023-10-05,13.6,50,394,311,126,949,1006,27.4,1696503600,10.4,72,2.8,1696514400,14.4,1696471200,0.0,0.0,888,final,70,1022,0,,311,1190,9462,7466,7461,20.3,1696453200,72,7.6,2.2
11,2023-10-06,11.9,50,395,313,127,950,1009,29.6,1696590000,10.7,73,2.4,1696590000,14.8,1696557600,0.0,0.0,886,final,62,1020,0,,313,1194,9490,7505,7504,21.4,1696539600,73,7.2,2.0
16,2023-10-07,12.3,50,397,314,127,951,1012,29.6,1696676400,10.8,49,3.6,1696676400,14.4,1696644000,0.0,0.0,884,final,63,1018,0,,314,1198,9517,7543,7540,20.8,1696626000,49,9.6,2.9
13,2023-10-08,10.6,50,398,316,127,952,1016,31.9,1696762800,10.3,154,2.8,1696770000,13.0,1696730400,0.0,0.0,884,final,54,1016,0,,315,1201,9544,7581,7562,22.4,1696712400,154,8.0,2.0
5,2023-10-09,11.1,50,399,317,127,953,1019,30.0,1696845600,10.9,155,2.4,1696845600,16.7,1696816800,0.0,0.0,885,final,51,1018,0,,317,1205,9571,7618,7618,22.7,1696798800,155,7.2,1.3
58,2023-10-10,14.4,50,400,319,127,954,1022,31.1,1696935600,7.2,152,2.8,1696942800,17.0,1696903200,0.0,0.0,885,final,62,1017,0,,252,1209,9597,7655,6037,23.3,1696885200,152,8.8,1.7
75,2023-10-11,16.4,51,401,320,128,956,1025,28.9,1697018400,7.0,139,2.8,1697029200,17.8,1696989600,0.0,0.0,884,final,72,1017,0,,270,1212,9622,7692,6491,22.4,1696971600,139,7.2,1.6
69,2023-10-12,15.9,51,402,322,128,957,1028,29.3,1697104800,5.0,106,2.8,1697115600,18.1,1697072400,0.0,0.0,884,final,69,1016,0,,247,1216,9647,7728,5931,22.8,1697058000,106,7.2,2.0
45,2023-10-13,16.4,51,403,323,128,958,1031,31.9,1697191200,10.5,109,3.6,1697198400,18.1,1697158800,0.0,0.0,883,final,66,1015,0,,315,1219,9671,7764,7558,23.9,1697144400,109,10.0,2.5
37,2023-10-14,14.4,51,404,325,128,959,1034,31.9,1697277600,5.7,210,3.2,1697281200,18.1,1697248800,0.5,0.5,882,final,57,1014,0,,240,1222,9696,7799,5752,24.9,1697230800,210,10.4,1.9
37,2023-10-15,14.5,51,405,326,128,960,1036,30.4,1697364000,10.6,222,4.4,1697360400,17.0,1697335200,0.0,0.0,882,final,61,1014,0,,314,1226,9719,7833,7547,23.5,1697317200,222,12.8,2.3
65,2023-10-16,15.3,51,406,328,129,961,1039,27.0,1697446800,5.4,185,3.2,1697446800,17.4,1697421600,10.0,10.0,882,final,68,1015,0,,221,1229,9742,7867,5311,22.0,1697403600,185,11.2,1.7
99,2023-10-17,17.7,51,407,329,129,962,1042,25.6,1697533200,3.8,97,2.4,1697544000,18.5,1697504400,23.5,23.5,883,final,82,1017,0,,94,1232,9765,7901,2258,21.1,1697490000,97,8.8,1.5
99,2023-10-18,19.0,51,408,331,129,963,1045,26.7,1697619600,3.5,96,3.6,1697619600,18.9,1697590800,24.5,24.5,885,final,86,1018,0,,81,1235,9787,7934,1953,21.5,1697576400,96,10.8,2.0
62,2023-10-19,17.4,52,409,332,129,964,1047,26.7,1697706000,4.7,239,3.2,1697706000,17.8,1697677200,7.0,7.0,884,final,80,1017,0,,216,1239,9809,7967,5183,21.3,1697662800,239,9.2,1.7
56,2023-10-20,15.6,52,410,333,129,965,1050,23.0,1697796000,7.1,194,3.2,1697792400,16.7,1697767200,0.0,0.0,884,final,78,1017,0,,298,1242,9831,7999,7157,19.6,1697749200,194,9.2,2.1
51,2023-10-21,15.3,52,410,335,129,966,1052,26.7,1697886000,9.3,70,3.6,1697893200,15.2,1697850000,0.0,0.0,884,final,75,1018,0,,320,1245,9852,8030,7675,20.2,1697835600,70,9.6,2.8
47,2023-10-22,16.8,52,411,336,130,966,1055,28.1,1697965200,9.3,125,3.2,1697972400,17.0,1697940000,0.0,0.0,883,final,73,1016,0,,329,1248,9873,8061,7894,22.4,1697922000,125,9.6,2.7
60,2023-10-23,14.9,52,412,337,130,967,1057,29.6,1698055200,9.7,250,4.4,1698051600,17.8,1698026400,1.0,1.0,883,final,62,1015,0,,292,1252,9893,8092,7014,23.5,1698008400,250,12.0,2.2
47,2023-10-24,15.2,52,413,338,130,968,1059,28.5,1698141600,8.4,226,4.0,1698148800,17.4,1698112800,3.3,3.3,881,final,65,1013,0,,326,1256,9915,8122,7821,22.6,1698094800,226,12.4,2.0
58,2023-10-25,16.5,53,414,340,130,969,1061,30.0,1698224400,8.5,189,5.2,1698238800,17.4,1698199200,1.3,1.3,882,final,73,1014,0,,273,1260,9937,8151,6560,22.3,1698181200,189,14.8,2.1
50,2023-10-26,17.3,53,415,341,130,970,1064,24.4,1698310800,7.1,211,3.2,1698318000,17.4,1698285600,1.3,1.3,883,final,82,1016,0,,292,1264,9960,8181,7000,20.6,1698267600,211,9.6,1.7
71,2023-10-27,14.8,53,416,342,130,971,1066,24.8,1698397200,6.2,110,2.8,1698404400,16.3,1698372000,0.0,0.0,883,final,74,1017,0,,257,1268,9984,8209,6172,19.8,1698354000,110,7.2,1.6
53,2023-10-28,16.1,53,417,343,130,972,1068,26.3,1698487200,8.6,46,4.8,1698487200,15.9,1698454800,0.0,0.0,883,final,77,1017,0,,321,1272,10008,8238,7709,20.5,1698440400,46,12.0,3.4
49,2023-10-29,17.1,53,418,344,131,973,1070,28.9,1698570000,8.8,117,3.2,1698577200,18.1,1698544800,2.0,2.0,883,final,72,1016,0,,329,1275,10033,8265,7898,23.2,1698526800,117,8.4,2.3
48,2023-10-30,17.6,53,419,346,131,973,1072,27.8,1698656400,8.2,173,2.0,1698667200,18.5,1698631200,4.5,4.5,884,final,75,1016,0,,329,1279,10058,8293,7893,22.7,1698613200,173,7.2,1.3
86,2023-10-31,17.8,53,420,347,131,974,1074,24.8,1698742800,6.9,110,2.4,1698750000,18.5,1698714000,13.0,13.0,884,final,82,1017,0,,260,1282,10083,8319,6237,21.2,1698699600,110,8.0,1.8
84,2023-11-01,17.4,54,421,348,131,975,1076,25.6,1698829200,6.5,53,4.8,1698829200,18.1,1698800400,14.5,14.5,882,final,83,1016,0,,200,1286,10108,8346,4803,20.6,1698786000,53,12.8,3.4
48,2023-11-02,15.8,54,422,349,131,976,1078,26.3,1698922800,7.7,243,6.8,1698922800,15.6,1698890400,2.0,2.0,881,final,78,1014,0,,303,1289,10134,8371,7265,20.0,1698872400,243,17.6,3.9
83,2023-11-03,12.9,54,423,350,131,976,1079,20.0,1699002000,3.9,160,2.8,1699012800,13.7,1699041600,1.0,1.0,883,final,80,1019,0,,122,1292,10159,8397,2917,16.6,1698958800,160,7.2,2.1
82,2023-11-04,13.5,54,424,351,131,977,1081,21.5,1699092000,4.1,78,4.0,1699095600,14.4,1699059600,0.0,0.0,884,final,79,1019,0,,153,1296,10184,8422,3670,17.3,1699045200,78,10.0,3.2
97,2023-11-05,15.2,54,425,352,131,978,1083,24.1,1699178400,4.0,56,5.2,1699182000,15.2,1699142400,0.8,0.8,885,final,80,1019,0,,117,1299,10209,8446,2814,19.0,1699131600,56,12.8,3.7
76,2023-11-06,16.1,54,426,353,132,979,1084,24.1,1699261200,6.8,49,5.2,1699268400,17.0,1699228800,28.8,28.8,885,final,80,1019,0,,263,1302,10233,8470,6312,19.9,1699218000,49,12.0,3.9
73,2023-11-07,15.6,54,427,354,132,979,1086,23.0,1699351200,6.2,46,5.2,1699358400,16.7,1699318800,0.0,0.0,884,final,80,1019,0,,248,1305,10257,8493,5957,19.3,1699304400,46,12.8,3.7
58,2023-11-08,16.5,55,428,355,132,980,1087,27.0,1699434000,8.6,92,2.8,1699444800,16.3,1699401600,6.3,6.3,883,final,75,1017,0,,298,1308,10281,8516,7161,21.4,1699390800,92,8.4,2.0
96,2023-11-09,18.1,55,429,356,132,981,1089,28.5,1699520400,4.4,211,4.0,1699531200,18.5,1699491600,17.5,17.5,881,final,82,1014,0,,132,1311,10305,8538,3158,21.7,1699477200,211,10.4,1.9
62,2023-11-10,15.4,55,430,357,132,981,1090,23.7,1699606800,8.1,228,4.0,1699606800,15.9,1699581600,0.0,0.0,882,final,78,1016,0,,325,1314,10328,8560,7800,19.7,1699563600,228,10.8,2.6
